Distribution,Name,Type,k,l,Minimum Rock Diameter Sampled (m),Maximum Rock Diameter Sampled (m),H to D ratio,b to D ratio,Additional Info
Surveyor I,SI,Power Law,0.002505936,2.1,1.00E-03,0.512,NaN,NaN,The actual values for the max and min rock diameters was not explicitly given. The values given was estimated by the graph shown in Surveyor project final report part II
