Distribution,Name,Type,k,l,Minimum Rock Diameter Sampled (m),Maximum Rock Diameter Sampled (m),H to D ratio,b to D ratio,Additional Info
Surveyor VII,SVII,Power Law,0.03145,1.8,1.00E-03,0.512,NaN,NaN,The actual values for the max and min rock diameters was not explicitly given. The values given was estimated by the graph shown in Surveyor project final report part II
