Distribution,Name,Type,k,l,Minimum Rock Diameter Sampled (m),Maximum Rock Diameter Sampled (m),H to D ratio,b to D ratio,Additional Info
Chang'E 3,CE3,Exponential,1.35E-02,1.734,5.00E-02,1.533,0.31,NaN,Resolution for the Chang'E 3 experiment was 5cm. So there were likely many more rocks much smaller than 5cm
,,,,,,,0.203,,
