Time (ns),Ez (V/m)
8.15450643776824,8.316995357408454e-11
8.297567954220316,-1.2696154092326943e-10
8.44062947067239,1.6314195511434173e-10
8.583690987124465,-1.9017685275721726e-10
8.726752503576538,2.070217197443185e-10
8.869814020028613,-2.1315775705486465e-10
9.012875536480687,2.086016009197397e-10
9.155937052932762,-1.938891258166836e-10
9.298998569384837,1.700348018027986e-10
9.44206008583691,-1.3846919777585575e-10
9.585121602288986,1.0095819442512823e-10
9.72818311874106,-5.95082497469239e-11
9.871244635193134,1.6262615098604612e-11
10.014306151645208,2.6606291146044e-11
10.157367668097283,-6.700309064997684e-11
10.300429184549357,1.0300916915044732e-10
10.443490701001432,-1.3297128573418873e-10
10.586552217453505,1.5557508248539102e-10
10.72961373390558,-1.6990032723775295e-10
10.872675250357656,1.7545567520351822e-10
11.015736766809729,-1.7219177303032213e-10
11.158798283261804,1.6049259350019257e-10
11.301859799713878,-1.4114594681063834e-10
11.444921316165953,1.1529508584428075e-10
11.587982832618026,-8.437419984332267e-11
11.731044349070102,5.0031296456550215e-11
11.874105865522175,-1.4042505656872208e-11
12.01716738197425,-2.1777837585959207e-11
12.160228898426324,5.566687268077878e-11
12.303290414878399,-8.599830027358232e-11
12.446351931330474,1.113588485010897e-10
12.589413447782547,-1.306125904296794e-10
12.732474964234623,1.4295025641895602e-10
12.875536480686696,-1.479214723074901e-10
13.018597997138771,1.4544872987866346e-10
13.161659513590845,-1.3582280963982145e-10
13.30472103004292,1.1968028304031136e-10
13.447782546494993,-9.796458084083495e-11
13.590844062947069,7.187288250076182e-11
13.733905579399142,-4.279172459193823e-11
13.876967095851217,1.2224716114525595e-11
14.020028612303292,1.8283937927989823e-11
14.163090128755366,-4.7226274676328184e-11
14.306151645207441,7.32040051250602e-11
14.449213161659515,-9.499501413571741e-11
14.59227467811159,1.1160981532246431e-10
14.735336194563663,-1.2233540019282223e-10
14.878397711015738,1.2676459038297962e-10
15.021459227467812,-1.2480974923758321e-10
15.164520743919887,1.1670049633474792e-10
15.307582260371962,-1.0296586135361854e-10
15.450643776824036,8.440206515766734e-11
15.59370529327611,-6.202779924805957e-11
15.736766809728184,3.702944940383321e-11
15.87982832618026,-1.0699155912969508e-11
16.022889842632335,-1.563110251599725e-11
16.165951359084406,4.065608031555386e-11
16.30901287553648,-6.31612037409755e-11
16.452074391988557,8.208078009009402e-11
16.595135908440632,-9.654772303923854e-11
16.738197424892704,1.0593250840633192e-10
16.88125894134478,-1.0986964846810529e-10
17.024320457796854,1.0827061943081139e-10
17.16738197424893,-1.0132286371306992e-10
17.310443490701005,8.947518114931954e-11
17.453505007153076,-7.341048822106406e-11
17.59656652360515,5.400752818499104e-11
17.739628040057227,-3.229363025816687e-11
17.882689556509302,9.391017713888025e-12
18.025751072961373,1.3540561818661129e-11
18.16881258941345,-3.5361982901978595e-11
18.311874105865524,5.501077669952874e-11
18.4549356223176,-7.155232462974282e-11
18.597997138769674,8.42237695543196e-11
18.741058655221746,-9.246860629396212e-11
18.88412017167382,9.596041641639006e-11
19.027181688125896,-9.461476560503968e-11
19.17024320457797,8.858889907356685e-11
19.313304721030043,-7.826946694772949e-11
19.45636623748212,6.424910820251599e-11
19.599427753934194,-4.7293255373964947e-11
19.74248927038627,2.8298978400431536e-11
19.885550786838344,-8.24805522004849e-12
20.028612303290416,-1.1843307050657603e-11
20.17167381974249,3.097554276346941e-11
20.314735336194566,-4.821504888517099e-11
20.45779685264664,6.273933977517276e-11
20.600858369098713,-7.387587230006101e-11
20.74391988555079,8.113272915768607e-11
20.886981402002863,-8.421978154379196e-11
21.03004291845494,8.30594544963711e-11
21.17310443490701,-7.778674090422392e-11
21.316165951359086,6.873866001802035e-11
21.45922746781116,-5.6433866482491616e-11
21.602288984263236,4.15436007012078e-11
21.74535050071531,-2.485557515725714e-11
21.888412017167383,7.232715879541105e-12
22.031473533619458,1.0431098783786618e-11
22.174535050071533,-2.725605103249223e-11
22.31759656652361,4.241989532138292e-11
22.46065808297568,-5.519783405877817e-11
22.603719599427755,6.499683684160142e-11
22.74678111587983,-7.138279541804594e-11
22.889842632331906,7.409928868650101e-11
23.03290414878398,-7.307717230714964e-11
23.175965665236053,6.843467704450018e-11
23.319027181688128,-6.046817723433916e-11
23.462088698140203,4.9634253887003336e-11
23.60515021459228,-3.652409749287341e-11
23.74821173104435,2.1831660861956383e-11
23.891273247496425,-6.317257258299579e-12
24.0343347639485,-9.23150206816758e-12
24.177396280400576,2.4039437890903385e-11
24.320457796852647,-3.738220922217188e-11
24.463519313304722,4.862150386184878e-11
24.606580829756798,-5.723531628035101e-11
24.749642346208873,6.284188882648248e-11
24.892703862660948,-6.521623407008235e-11
25.03576537911302,6.429854473847665e-11
25.178826895565095,-6.019421508508695e-11
25.32188841201717,5.316561926977221e-11
25.464949928469245,-4.3616204575508746e-11
25.608011444921317,3.206782734051873e-11
25.751072961373392,-1.913258410006741e-11
25.894134477825467,5.480641028274309e-12
26.037195994277543,8.19425979669569e-12
26.180257510729618,-2.1209853462173996e-11
26.32331902718169,3.292920305305777e-11
26.466380543633765,-4.27916781378405e-11
26.60944206008584,5.0339563054062396e-11
26.752503576537915,-5.523904382435212e-11
26.895565092989987,5.729462334984704e-11
27.038626609442062,-5.6456362631992915e-11
27.181688125894137,5.2819713906293744e-11
27.324749642346212,-4.661808689051433e-11
27.467811158798284,3.8208651312317323e-11
27.61087267525036,-2.8052207825727648e-11
27.753934191702434,1.6688242443723128e-11
27.89699570815451,-4.706500411778778e-12
28.040057224606585,-7.283433307832406e-12
28.183118741058657,1.868298736560162e-11
28.32618025751073,-2.8934336795580988e-11
28.469241773962807,3.754754641746299e-11
28.612303290414882,-4.412381082422613e-11
28.755364806866954,4.837369828553072e-11
28.89842632331903,-5.01295748301709e-11
29.041487839771104,4.935169331489379e-11
29.18454935622318,-4.612775880056391e-11
29.327610872675255,4.066611312972169e-11
29.470672389127326,-3.328299976033099e-11
29.6137339055794,2.4384658286685618e-11
29.756795422031477,-1.4445244902332679e-11
29.899856938483552,3.981766056286304e-12
30.042918454935624,6.472659009309175e-12
30.1859799713877,-1.6395831642044438e-11
30.329041487839774,2.5302438572877218e-11
30.47210300429185,-3.2767662832031964e-11
30.615164520743924,3.844729868146454e-11
30.758226037195996,-4.209342507974995e-11
30.90128755364807,4.3564934928089947e-11
31.044349070100147,-4.283248933406377e-11
31.18741058655222,3.997775544648721e-11
31.330472103004293,-3.5187077399345076e-11
31.47353361945637,2.8740008692376976e-11
31.616595135908444,-2.0993383522314688e-11
31.75965665236052,1.2361819213227275e-11
31.90271816881259,-3.2957025402935546e-12
32.04577968526467,-5.742179169591702e-12
32.18884120171674,1.4300156160683839e-11
32.33190271816881,-2.196015358225063e-11
32.47496423462089,2.835801407800412e-11
32.61802575107296,-3.3200682895273764e-11
32.76108726752504,3.6279451078313095e-11
32.904148783977114,-3.7478667775682457e-11
33.047210300429185,3.6779574493423544e-11
33.190271816881264,-3.425916823120205e-11
33.333333333333336,3.008425320188731e-11
33.47639484978541,-2.4501084549030932e-11
33.619456366237486,1.7821218644600844e-11
33.76251788268956,-1.040436887748602e-11
33.90557939914164,2.639198189923934e-12
34.04864091559371,5.076933664743475e-12
34.19170243204578,-1.235821711775678e-11
34.33476394849786,1.884960882833976e-11
34.47782546494993,-2.424406065749425e-11
34.62088698140201,2.8296932012515842e-11
34.76394849785408,-3.0836913651413924e-11
34.90701001430615,3.1772984765311284e-11
35.05007153075823,-3.10971372653814e-11
35.1931330472103,2.8882824726998778e-11
35.33619456366238,-2.527930772166377e-11
35.47925608011445,2.0502282523643704e-11
35.622317596566525,-1.4821348388442332e-11
35.765379113018604,8.545032824409414e-12
35.908440629470675,-2.0041922586144575e-12
36.05150214592275,-4.465336684532654e-12
36.194563662374826,1.0539860945046798e-11
36.3376251788269,-1.5924191440789208e-11
36.480686695278976,2.0364934973801397e-11
36.62374821173105,-2.3666459979246083e-11
36.76680972818312,2.568273340363817e-11
36.9098712446352,-2.638701744167061e-11
37.05293276108727,2.563826807034495e-11
37.19599427753935,-2.3999226405669176e-11
37.33905579399142,1.9996986039808714e-11
37.48211731044349,-1.8837986393188598e-11
37.62517882689557,5.734432684403848e-12
37.76824034334764,-2.400221907378743e-11
37.911301859799714,-4.4376350344192534e-11
38.05436337625179,-1.1229959996219028e-10
38.197424892703864,-2.9089538538024424e-10
38.34048640915594,-6.406375131167713e-10
38.483547925608015,-1.461244547047412e-09
38.62660944206009,-3.0180912643308456e-09
38.769670958512165,-6.0849605723948375e-09
38.91273247496424,-1.1446780687894934e-08
39.055793991416316,-2.0499143588191027e-08
39.19885550786839,-3.437862299520259e-08
39.34191702432046,-5.40849637519859e-08
39.48497854077254,-7.896174187564863e-08
39.62804005722461,-1.0608945903897175e-07
39.77110157367669,-1.2884955237245265e-07
39.91416309012876,-1.3724047181387353e-07
40.05722460658083,-1.1943693900327093e-07
40.20028612303291,-6.592406257666952e-08
40.34334763948498,2.483793604956293e-08
40.486409155937054,1.415427519123031e-07
40.62947067238913,2.5852710368484144e-07
40.772532188841204,3.413283235794839e-07
40.91559370529328,3.578094090736308e-07
41.058655221745354,2.926071871578063e-07
41.201716738197426,1.5624057851530952e-07
41.344778254649505,-1.5119319151284614e-08
41.48783977110158,-1.7229133036888787e-07
41.630901287553655,-2.710625524295608e-07
41.77396280400573,-2.8828616356153403e-07
41.9170243204578,-2.2780371433364642e-07
42.06008583690988,-1.1611495347466618e-07
42.20314735336195,8.542533785884895e-09
42.34620886981402,1.0806530804523123e-07
42.4892703862661,1.5423895507708823e-07
42.63233190271817,1.3625105352537486e-07
42.77539341917025,6.400113425208914e-08
42.91845493562232,-3.443532769475627e-08
43.06151645207439,-1.239273481254642e-07
43.20457796852647,-1.771942021435432e-07
43.347639484978544,-1.8681963387618964e-07
43.49070100143062,-1.657657170298698e-07
43.633762517882694,-1.3714103185490324e-07
43.776824034334766,-1.19191517344532e-07
43.919885550786844,-1.1570328807524654e-07
44.062947067238916,-1.1627505555420716e-07
44.20600858369099,-1.0512050989673721e-07
44.34907010014307,-7.240689580341858e-08
44.49213161659514,-2.2098698598533175e-08
44.63519313304722,2.65892407628114e-08
44.77825464949929,4.518599511077627e-08
44.92131616595136,6.981482111179794e-09
45.06437768240344,-9.984075166067876e-08
45.20743919885551,-2.6305082107971986e-07
45.35050071530759,-4.4555390343250226e-07
45.49356223175966,-5.958969309861828e-07
45.63662374821173,-6.665230203278456e-07
45.77968526466381,-6.327590138808458e-07
45.92274678111588,-5.036991045909627e-07
46.06580829756796,-3.207750923901544e-07
46.208869814020034,-1.46383269387079e-07
46.351931330472105,-5.0931711093760234e-08
46.494992846924184,-1.095242958204101e-07
46.638054363376256,-4.191846550635602e-07
46.78111587982833,-1.1486815275960405e-06
46.924177396280406,-2.63482208077366e-06
47.06723891273248,-5.540719940930194e-06
47.21030042918456,-1.1080648000880779e-05
47.35336194563663,-2.128103556778457e-05
47.4964234620887,-3.917269365435699e-05
47.63948497854078,-6.869712204607835e-05
47.78254649499285,-0.00011399292255935533
47.92560801144493,-0.00017769654508962413
48.068669527897,-0.00025808927982471454
48.21173104434907,-0.00034548967584562674
48.35479256080115,-0.0004192293420803434
48.49785407725322,-0.00044753925081791705
48.640915593705294,-0.000392990675867446
48.78397711015737,-0.0002248640015139839
48.927038626609445,6.350823323845232e-05
49.070100143061524,0.00043893096156616185
49.213161659513595,0.0008238209451339419
49.35622317596567,0.001111295224363441
49.499284692417746,0.0012002966001144876
49.64234620886982,0.0010391010598658906
49.785407725321896,0.0006561798728563688
49.92846924177397,0.00015866413354093654
50.07153075822604,-0.00030662048921896565
50.21459227467812,-0.0006131629759987045
50.35765379113019,-0.0007051166002231871
50.50071530758227,-0.000611368968672074
50.64377682403434,-0.0004181897405370447
50.78683834048641,-0.0002199061223850672
50.92989985693849,-7.755761028601564e-05
51.07296137339056,-5.518385920877611e-06
51.216022889842634,1.4928636645510426e-05
51.35908440629471,1.1620626701080649e-05
51.502145922746784,4.2384141346145755e-06
51.64520743919886,1.4437189484474204e-07
51.788268955650935,-1.0039039026251895e-06
51.93133047210301,-1.4182762149877105e-06
52.074391988555085,-2.2940334479437165e-06
52.21745350500716,-3.6386851121663935e-06
52.360515021459236,-4.944279172381755e-06
52.50357653791131,-5.642252272759325e-06
52.64663805436338,-5.343117185782875e-06
52.78969957081546,-4.04644181258679e-06
52.93276108726753,-2.2297972683426583e-06
53.0758226037196,-6.539256764201406e-07
53.21888412017168,5.0828475045175086e-08
53.36194563662375,-2.5320367464398624e-07
53.50500715307583,-1.1301874773827822e-06
53.6480686695279,-1.8184473635119372e-06
53.79113018597997,-1.64938021835566e-06
53.93419170243205,-4.1513047080275313e-07
54.077253218884124,1.4947370268133618e-06
54.2203147353362,3.2592791036541843e-06
54.363376251788274,4.0140470686641595e-06
54.506437768240346,3.2754865458024125e-06
54.649499284692425,1.1984823164653394e-06
54.7925608011445,-1.4614166186105748e-06
54.93562231759657,-3.676591431393789e-06
55.07868383404865,-4.610050100787727e-06
55.22174535050072,-3.985922973186645e-06
55.3648068669528,-2.1794411668167073e-06
55.50786838340487,1.8332423519876574e-08
55.65092989985694,1.8119347735309975e-06
55.79399141630902,2.75098900779101e-06
55.93705293276109,2.8410332685532764e-06
56.08011444921317,2.387913518237314e-06
56.22317596566524,1.7235185585093513e-06
56.36623748211731,1.0069568439251015e-06
56.50929899856939,2.166186098191366e-07
56.65236051502146,-7.026600325986266e-07
56.79542203147354,-1.676289475846276e-06
56.938483547925614,-2.4498512163655245e-06
57.081545064377686,-2.704103041447003e-06
57.224606580829764,-2.256739570512688e-06
57.367668097281836,-1.2115029004023772e-06
57.51072961373391,5.500365169315875e-08
57.653791130185986,1.0754889850841145e-06
57.79685264663806,1.5378512480728595e-06
57.93991416309014,1.4320748254700271e-06
58.08297567954221,1.0134465785990627e-06
58.22603719599428,6.174792421059259e-07
58.36909871244636,4.5940962562198897e-07
58.51216022889843,5.503681301786332e-07
58.65522174535051,7.548919711867488e-07
58.79828326180258,9.171564850633694e-07
58.94134477825465,9.524729977008649e-07
59.08440629470673,8.534870806556208e-07
59.2274678111588,6.401086872800415e-07
59.370529327610875,3.2054158740176014e-07
59.51359084406295,-1.0338210611062009e-07
59.656652360515025,-5.95829505358849e-07
59.799713876967104,-1.0652080959265884e-06
59.942775393419176,-1.387048507039755e-06
60.08583690987125,-1.465167906014876e-06
60.228898426323326,-1.2860859248727351e-06
60.3719599427754,-9.298037711929426e-07
60.515021459227476,-5.322306910765344e-07
60.65808297567955,-2.2284083751922209e-07
60.80114449213162,-7.551338150907252e-08
60.9442060085837,-8.521497561265512e-08
61.08726752503577,-1.8011270394110133e-07
61.23032904148785,-2.5563568121316705e-07
61.37339055793992,-2.2913465745992843e-07
61.51645207439199,-9.073070001045101e-08
61.65951359084407,8.018177817182926e-08
61.80257510729614,1.584575805315013e-07
61.945636623748214,6.685630852357037e-08
62.08869814020029,-1.4058494610854838e-07
62.231759656652365,-2.7593284291292734e-07
62.37482117310444,-1.1730572692239216e-07
62.517882689556515,4.397577754334098e-07
62.66094420600859,1.2825419649032473e-06
62.804005722460666,2.107223225440045e-06
62.94706723891274,2.558413448148368e-06
63.090128755364816,2.404524066962282e-06
63.23319027181689,1.638045597697405e-06
63.37625178826896,4.6316853922378307e-07
63.51931330472104,-8.110151100078809e-07
63.66237482117311,-1.894647939593169e-06
63.80543633762518,-2.596976401105669e-06
63.94849785407726,-2.845198376305939e-06
64.09155937052934,-2.659100170468324e-06
64.2346208869814,-2.1180135916197327e-06
64.37768240343348,-1.335124230285341e-06
64.52074391988556,-4.407803058346679e-07
64.66380543633763,4.338256484469493e-07
64.8068669527897,1.1734089934432273e-06
64.94992846924178,1.6937912342836916e-06
65.09298998569385,1.9485898910216922e-06
65.23605150214593,1.93074476171344e-06
65.379113018598,1.6676671673541952e-06
65.52217453505008,1.2147703436075953e-06
65.66523605150215,6.456368554649906e-07
65.80829756795423,4.181635904824188e-08
65.9513590844063,-5.15293970912503e-07
66.09442060085837,-9.496986064103271e-07
66.23748211731045,-1.1995796062481612e-06
66.38054363376253,-1.2298036145815568e-06
66.52360515021459,-1.0503844026809303e-06
66.66666666666667,-7.253768117363555e-07
66.80972818311875,-3.5906975428197643e-07
66.95278969957081,-6.498464532329738e-08
67.0958512160229,7.888596158113718e-08
67.23891273247497,5.7658127514090186e-08
67.38197424892705,-7.520708787097325e-08
67.52503576537912,-2.1809226933254388e-07
67.6680972818312,-2.5926769891165985e-07
67.81115879828327,-1.2095711917684052e-07
67.95422031473534,2.047318061138097e-07
68.09728183118742,6.390756832590403e-07
68.2403433476395,1.0377651876138669e-06
68.38340486409156,1.2455688153730215e-06
68.52646638054364,1.1636992584798044e-06
68.66952789699572,7.980329595709926e-07
68.8125894134478,2.590988765995729e-07
68.95565092989986,-2.826765824096018e-07
69.09871244635194,-6.675425196386711e-07
69.24177396280402,-8.039534622699405e-07
69.38483547925608,-6.961133028993901e-07
69.52789699570816,-4.2885081716489204e-07
69.67095851216024,-1.2341165436204937e-07
69.8140200286123,1.1743725890699754e-07
69.95708154506438,2.468913016508116e-07
70.10014306151646,2.8055477721262345e-07
70.24320457796853,2.6755841157466024e-07
70.3862660944206,2.5012314531511277e-07
70.52932761087268,2.3801166749677618e-07
70.67238912732476,2.081351225472658e-07
70.81545064377683,1.266301103512431e-07
70.9585121602289,-2.854636547125142e-08
71.10157367668099,-2.5363018364883534e-07
71.24463519313305,-5.177716679725823e-07
71.38769670958513,-7.640057179901336e-07
71.53075822603721,-9.21730275346851e-07
71.67381974248927,-9.273988670879733e-07
71.81688125894135,-7.573881652779814e-07
71.95994277539343,-4.5011281910207664e-07
72.1030042918455,-9.88101376120111e-08
72.24606580829757,1.928138653627124e-07
72.38912732474965,3.662112558958452e-07
72.53218884120173,4.3661430295453025e-07
72.6752503576538,4.7262101647791974e-07
72.81831187410587,5.363199249466205e-07
72.96137339055795,6.311886215585564e-07
73.10443490701002,6.92474393882336e-07
73.2474964234621,6.335520703202926e-07
73.39055793991417,4.0970472517909364e-07
73.53361945636624,6.148652396124653e-08
73.67668097281832,-2.9791292519216294e-07
73.8197424892704,-5.372859496642331e-07
73.96280400572246,-5.76364951980745e-07
74.10586552217454,-4.256170104335997e-07
74.24892703862662,-1.8158727132313746e-07
74.3919885550787,2.0572222666141658e-08
74.53505007153076,7.489750170850025e-08
74.67811158798284,-4.118458780759435e-08
74.82117310443492,-2.49404015443653e-07
74.96423462088698,-4.0555448149683425e-07
75.10729613733906,-3.7104836111985777e-07
75.25035765379114,-9.494756745462392e-08
75.3934191702432,3.4721839381435447e-07
75.53648068669528,7.765812083821231e-07
75.67954220314736,9.970098107799326e-07
75.82260371959943,8.941885962717638e-07
75.9656652360515,4.988680775740695e-07
76.10872675250359,-2.8789424401508453e-08
76.25178826895566,-4.773314619035911e-07
76.39484978540773,-6.823493198272141e-07
76.53791130185981,-5.938149551909601e-07
76.68097281831189,-2.807483224486014e-07
76.82403433476395,1.1634529649512133e-07
76.96709585121603,4.5569848716090714e-07
77.11015736766811,6.429788485779243e-07
77.25321888412017,6.518884831219475e-07
77.39628040057225,5.090103198126775e-07
77.53934191702433,2.705899150122868e-07
77.6824034334764,-1.1455474448268965e-09
77.82546494992847,-2.4776979493446427e-07
77.96852646638055,-4.256268794815355e-07
78.11158798283263,-5.136499425440167e-07
78.2546494992847,-5.201476019252728e-07
78.39771101573677,-4.794152551904646e-07
78.54077253218885,-4.336460380745092e-07
78.68383404864092,-4.0848089355259484e-07
78.826895565093,-3.94786153105504e-07
78.96995708154508,-3.5903995018281125e-07
79.11301859799714,-2.698182441042101e-07
79.25608011444922,-1.2775735559770553e-07
79.3991416309013,3.56841541479878e-08
79.54220314735338,1.8278115219521655e-07
79.68526466380544,3.071302415362264e-07
79.82832618025752,4.392552495326525e-07
79.9713876967096,6.16354834002019e-07
80.11444921316166,8.302887418982566e-07
80.25751072961374,1.0019407773693723e-06
80.40057224606582,1.0066989691524966e-06
80.54363376251789,7.442302923906545e-07
80.68669527896996,2.1357335412020765e-07
80.82975679542204,-4.608386930042417e-07
80.97281831187411,-1.0689697311674845e-06
81.11587982832619,-1.4120286284894225e-06
81.25894134477826,-1.3923993885462733e-06
81.40200286123034,-1.057637030920979e-06
81.54506437768241,-5.643845769981835e-07
81.68812589413449,-9.950010485935167e-08
81.83118741058657,2.0613643282583427e-07
81.97424892703863,3.172942141514099e-07
82.11731044349071,2.8660652119456085e-07
82.26037195994279,2.116622633248061e-07
82.40343347639485,1.8827397481366662e-07
82.54649499284693,2.7565319217930205e-07
82.68955650929901,4.758448908607794e-07
82.83261802575107,7.351978639571132e-07
82.97567954220315,9.601042101192194e-07
83.11874105865523,1.055456973104093e-06
83.26180257510731,9.601026629640883e-07
83.40486409155938,6.764754571442529e-07
83.54792560801145,2.6489757366540937e-07
83.69098712446353,-1.8013007583434163e-07
83.8340486409156,-5.71074461280692e-07
83.97711015736768,-8.517802437261224e-07
84.12017167381975,-1.004981850196483e-06
84.26323319027182,-1.0373517503233365e-06
84.4062947067239,-9.612825172565212e-07
84.54935622317598,-7.877255569149396e-07
84.69241773962804,-5.320450380524401e-07
84.83547925608012,-2.2961842267378197e-07
84.9785407725322,6.534848886891817e-08
85.12160228898428,2.9197960671237207e-07
85.26466380543634,4.143709138307785e-07
85.40772532188842,4.364489853239104e-07
85.5507868383405,4.0306471275218967e-07
85.69384835479256,3.67503297506131e-07
85.83690987124464,3.5929092196218807e-07
85.97997138769672,3.593842417221071e-07
86.12303290414879,3.1241257182031026e-07
86.26609442060087,1.633941953939198e-07
86.40915593705294,-9.554877162642048e-08
86.55221745350501,-3.9954639343145306e-07
86.69527896995709,-6.304707348623565e-07
86.83834048640917,-6.714033186477636e-07
86.98140200286124,-4.786374998581847e-07
87.12446351931331,-1.134584090992445e-07
87.26752503576539,2.747765211791823e-07
87.41058655221747,5.274324162392025e-07
87.55364806866953,5.52135593836721e-07
87.69670958512161,3.6781968971002495e-07
87.83977110157369,7.634479547401032e-08
87.98283261802575,-1.9822878802864548e-07
88.12589413447783,-3.7341696555442046e-07
88.26895565092991,-4.272601347141869e-07
88.41201716738198,-3.796472831167679e-07
88.55507868383405,-2.613133068016448e-07
88.69814020028613,-9.634967526450172e-08
88.84120171673821,8.82195332577827e-08
88.98426323319028,2.5586740130488477e-07
89.12732474964236,3.5832299858946226e-07
89.27038626609443,3.6240718317384025e-07
89.4134477825465,2.6547292826472886e-07
89.55650929899858,1.069521397271674e-07
89.69957081545066,-5.6137445149822666e-08
89.84263233190272,-1.6954928331309736e-07
89.9856938483548,-2.0418689176633064e-07
90.12875536480688,-1.526858058852682e-07
90.27181688125896,-2.6998861441684915e-08
90.41487839771102,1.43743147502581e-07
90.5579399141631,3.094074303964053e-07
90.70100143061518,4.047511647779726e-07
90.84406294706724,3.786879440348977e-07
90.98712446351932,2.2652588781233314e-07
91.1301859799714,1.0916552320491877e-08
91.27324749642347,-1.6651520621389635e-07
91.41630901287554,-2.1772080943252617e-07
91.55937052932762,-1.3341756862451173e-07
91.70243204577969,2.3422730690224217e-08
91.84549356223177,1.281157467219891e-07
91.98855507868385,8.515376332260246e-08
92.13161659513592,-1.1287641179930805e-07
92.27467811158799,-3.720310999495841e-07
92.41773962804007,-5.434222824463011e-07
92.56080114449215,-5.137626349920602e-07
92.70386266094421,-2.690989573876783e-07
92.84692417739629,8.158356975370307e-08
92.98998569384837,3.7219241825517734e-07
93.13304721030043,4.5637796600639827e-07
93.27610872675251,2.9647572435509984e-07
93.41917024320459,-3.385883650647036e-08
93.56223175965665,-3.7786719724111325e-07
93.70529327610873,-5.845150173670088e-07
93.84835479256081,-5.594016224986122e-07
93.99141630901289,-3.0239876687679443e-07
94.13447782546496,1.121426230388356e-07
94.27753934191703,5.622641189718991e-07
94.42060085836911,9.162823677195189e-07
94.56366237482118,1.067477629237711e-06
94.70672389127326,9.589124561200874e-07
94.84978540772534,6.16954180677161e-07
94.9928469241774,1.436444643529303e-07
95.13590844062948,-2.960793401949959e-07
95.27896995708156,-5.534793746864454e-07
95.42203147353362,-5.416775418406669e-07
95.5650929899857,-3.1913905687748024e-07
95.70815450643778,-1.2878984466211823e-08
95.85121602288986,2.0515903156132815e-07
95.99427753934192,2.3350385926749816e-07
96.137339055794,7.532388865816139e-08
96.28040057224608,-1.6538262400893006e-07
96.42346208869814,-3.54073859560064e-07
96.56652360515022,-4.217808928450872e-07
96.7095851216023,-3.2974262955442483e-07
96.85264663805437,-1.664451947344609e-07
96.99570815450645,1.243964174721036e-08
97.13876967095852,1.4089104894992628e-07
97.28183118741059,2.1369003823882092e-07
97.42489270386267,2.230019759481776e-07
97.56795422031475,1.6682513806230844e-07
97.71101573676683,7.058715958421877e-08
97.85407725321889,-7.149713012784328e-08
97.99713876967097,-2.099687397162445e-07
98.14020028612305,-3.4437594807500173e-07
98.28326180257511,-3.9467782851489846e-07
98.42632331902719,-3.439250955496652e-07
98.56938483547927,-2.3004104271385807e-07
98.71244635193133,-8.875841999158329e-08
98.85550786838341,8.393728019587495e-09
98.99856938483549,4.723249655936236e-08
99.14163090128756,6.50956436746815e-08
99.28469241773963,7.335061381192692e-08
99.42775393419171,8.085991293958904e-08
99.57081545064379,8.861897030524095e-08
99.71387696709586,8.61636981198512e-08
99.85693848354794,4.27258786888125e-08
100.0,-3.336576744628424e-08
